F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
2,-36.33,1.58,290.04,-10.32,-9.02,-7.66,15.62,0.92,2.37,-19.89,18,-40.53,9.48,-6.3,False
20,-38.61,11.3,764.04,-6.81,-6.23,-18.66,27.34,12,-9.42,-6.03,110,50.47,2.2,-4.91,False
2,-38.52,0.08,224.04,-11.03,-10.12,-7.66,16.04,0.9,7.38,-14.13,27,-45.53,9.82,-5.54,False
2,-37.53,1.68,272.04,-11.4,-9.65,-6.66,14.9,2.12,0.66,-9.6,0,-42.53,7.54,-5.45,True
2,-35.67,1.12,209.04,-14.22,-8.99,-3.66,16.28,2.08,5.28,-12.93,7,-62.53,9.92,,True
2,-41.97,1.56,299.04,-12.69,-8.82,-5.66,15.7,4.14,7.2,-10.11,16,-48.53,9.74,-6.84,True
2,-34.77,1.2,236.04,-10.18,-8.91,-5.66,16.3,1.62,5.28,-13.02,35,-74.53,15.26,,True
2,-34.53,1.76,257.04,-13.7,-9.28,-7.66,16.02,0.4,1.68,-16.35,27,-48.53,17.48,-6.18,False
2,-36.03,1.56,287.04,-15.29,-10.4,-5.66,15.96,3.88,1.89,-9.33,13,-49.53,8.5,,True
20,-25.71,15.1,794.04,-6.69,-5.6,-18.66,25.74,10.6,-11.85,-15.66,45,-154.53,0.56,,False
2,-41.01,1.48,251.04,-11.15,-9.23,-5.66,15.38,3.1,-0.09,-11.16,17,-44.53,10.06,-6.49,False
20,-25.2,11.9,839.04,-9.5,-9.42,-18.66,27.34,12.6,-10.44,-9.06,95,-124.53,1.2,,False
20,-22.11,10.2,479.04,-5.49,-4.36,-18.66,32.24,14.1,-13.86,-7.89,65,-64.53,-1.88,-6.91,True
2,-35.43,0.96,287.04,-13.1,-8.89,-5.66,16.34,3.86,1.77,-10.59,12,-69.53,7.06,-6,False
20,-22.35,16.9,614.04,-6.22,-7.87,-8.66,25.84,16.8,-11.16,-6.63,10,-59.53,0.22,,False
20,-26.73,11.8,629.04,-6.39,-7.67,-8.66,27.44,13.9,-12.06,-8.19,35,-104.53,-0.16,-6.36,False
20,-28.98,17.4,779.04,-6.85,-5.37,-18.66,26.34,28.4,-11.88,-6.06,360,10.47,-0.6,,False
2,-35.16,1.3,305.04,-13.73,-9.37,-7.66,16.7,2.14,2.34,-12.15,65,-49.53,7.12,-7.19,True
2,-35.37,2,152.04,-11.77,-8.62,-5.66,15.64,2.04,4.74,-10.5,30,-54.53,7.2,-5.31,True
20,-20.19,14,524.04,-5.26,-3.6,-18.66,31.84,10.9,-14.22,-19.26,325,-59.53,-0.5,,False
2,-41.64,1.58,155.04,-10.91,-8.76,-5.66,15.62,3.38,2.28,-16.23,70,-43.53,14.84,,True
2,-35.91,0.6,221.04,-10.52,-9.77,-3.66,16.54,2.32,1.44,-12,7,-64.53,7.54,,False
2,-35.82,1.18,290.04,-11.18,-9.33,-7.66,15.38,3.36,1.92,-9.93,15,-53.53,7.68,-6.02,False
2,-35.88,0.96,188.04,-11.09,-9.14,-7.66,16.66,0.86,-0.3,-12.39,7,-52.53,9.66,,True
2,-36.6,1.1,224.04,-14.19,-10.48,-7.66,16.5,2,-1.95,-12.39,16,-56.53,8.96,-5.3,True
2,-47.73,1.54,191.04,-10.81,-10.84,-7.66,16.08,4,3.51,-11.82,42,-55.53,11.04,-5.58,True
20,-20.82,15.4,809.04,-5.51,-6.69,-18.66,30.54,19.1,-7.26,-9.33,380,5.47,2.34,-6.44,True
2,-36.06,1.14,218.04,-10.96,-10.51,-7.66,16.28,0.44,-1.68,-10.2,13,-42.53,7.98,,True
20,-22.5,20,479.04,-5.8,-4.78,-18.66,25.44,18,-14.58,-23.61,345,-84.53,4.02,,False
2,-37.59,1.7,248.04,-10.2,-10.47,-5.66,16.6,0.86,-1.62,-12.75,52,-57.53,8.34,,True
20,-33.06,11,824.04,-9.31,-7.73,-8.66,25.24,20.2,-5.04,-22.74,305,-124.53,3.88,-3.9,False
20,-32.82,14.5,689.04,-6.91,-5.47,-18.66,25.04,27.9,-11.49,-7.05,185,-94.53,5.1,,False
2,-34.2,0.6,224.04,-10.1,-9.61,-5.66,16.34,0.72,-0.36,-13.77,1,-47.53,10.96,,False
2,-44.58,0.58,206.04,-10.47,-10.48,-5.66,15.74,2.94,-1.35,-13.17,33,-47.53,9,,False
20,-21.09,17.9,749.04,-5.85,-4.52,-8.66,31.24,26.1,-16.89,-11.49,305,-144.53,-3.02,,True
20,-24.24,16,524.04,-6.9,-4.62,-18.66,25.74,13.3,-10.35,-5.67,20,-34.53,-0.3,-5.37,False
2,-45.09,1.34,260.04,-10.35,-10.49,-5.66,16.22,3.24,0.09,-13.74,41,-78.53,7.4,,True
2,-39.99,0.54,191.04,-11.48,-12.6,-7.66,16.38,1.52,2.73,-21.51,40,-53.53,7.08,,False
2,-49.35,1.12,293.04,-10.44,-10.91,-3.66,15.98,3.68,-0.81,-13.11,4,-63.53,10.18,,False
20,-28.92,16.2,434.04,-6.06,-8.43,-8.66,25.64,24.9,-11.1,-6.03,50,-84.53,-0.9,-3.89,False
20,-24.21,15.6,464.04,-7.15,-6.28,-8.66,24.94,13.2,-9.9,-9.72,120,-89.53,0.78,,False
2,-34.74,1.32,263.04,-10.97,-9.78,-5.66,16.6,0.44,10.83,-12.24,55,-43.53,12.56,-5.79,True
2,-36.18,1.46,254.04,-12,-10.09,-7.66,16.14,3.58,-1.02,-21.36,16,-46.53,8.22,,True
2,-34.77,1.38,266.04,-10.95,-11.95,-3.66,16.22,2.38,-0.6,-14.19,39,-76.53,10.22,-6.97,True
20,-29.19,11.1,299.04,-9.26,-6,-18.66,24.64,10.8,-10.92,-21.03,245,-134.53,0.64,,False
20,-28.05,11.6,809.04,-8.46,-6.69,-28.66,25.44,26.6,-6.69,-8.01,265,-49.53,5.88,-4.89,False
2,-41.22,0.36,173.04,-10.53,-9.59,-5.66,15.46,2.56,10.35,-12.18,1,-67.53,9.06,-4.43,False
2,-47.49,1,224.04,-10.84,-11.21,-5.66,15.88,1.7,-0.96,-12.09,25,-56.53,7.9,,False
2,-34.95,1.06,218.04,-13.26,-10.24,-7.66,16.6,0.84,2.4,-9.75,18,-40.53,6.96,-7.04,True
2,-34.35,2.06,176.04,-10.16,-8.74,-7.66,16.52,2.7,0.69,-9.27,1,-56.53,8.94,-5.53,True
2,-39.15,0.02,194.04,-10.41,-9.82,-5.66,16.2,2.56,3.51,-10.56,3,-73.53,7.52,,False
20,-29.19,15.6,509.04,-6.21,-7.01,-8.66,25.74,11.8,-9.24,-10.86,150,-74.53,-1.1,-5.86,False
20,-20.73,15.4,224.04,-5.68,-5.49,-18.66,26.44,11.9,-15.78,-13.56,165,-154.53,7.08,,False
2,-37.08,1.3,293.04,-10.67,-10.92,-7.66,15.9,3.82,2.25,-9.96,13,-56.53,8.18,,True
20,-22.11,11.5,284.04,-7.23,-5.32,-18.66,27.44,27.8,-6.84,-10.71,350,-19.53,-1.58,,False
2,-37.35,1.64,296.04,-10.84,-9.6,-7.66,16.48,4.02,-0.78,-10.77,22,-44.53,10.36,-5.91,True
20,-20.58,19,209.04,-5.93,-4.23,-18.66,25.84,10.3,-15.18,-14.31,265,-64.53,-2.36,,False
2,-36.9,1.64,176.04,-10.1,-12.41,-7.66,15.64,3.66,-1.05,-9.18,28,-44.53,10.82,,True
2,-34.47,1.38,260.04,-10.24,-9.11,-5.66,15.9,3.76,-1.29,-14.22,68,-52.53,6.98,-5.98,False
20,-21.81,11.1,854.04,-6.38,-3.98,-18.66,33.14,13.3,-12.45,-10.02,265,-4.53,-1.98,,True
20,-23.97,14.9,749.04,-9.07,-4.22,-18.66,30.74,12,-8.79,-8.19,285,20.47,-2.7,,True
2,-35.76,1.78,245.04,-10.26,-9.9,-7.66,16.14,1.46,0.09,-10.17,31,-44.53,11.78,,True
20,-23.16,15,254.04,-5.64,-9.22,-18.66,26.44,16,-15.3,-18.3,140,-64.53,-0.96,,True
20,-27.72,14.6,749.04,-7.47,-5.77,-18.66,25.64,13.6,-11.4,-9.18,100,-84.53,0.4,-3.74,False
2,-37.62,1.72,254.04,-10.96,-8.86,-7.66,16.08,1.94,5.67,-11.49,16,-57.53,10.44,-7.12,True
2,-37.32,0.24,227.04,-10.9,-8.84,-5.66,16.46,0.4,6.09,-10.65,5,-54.53,10.2,-5.51,False
0,-36.33,0.38,191.04,-11.77,-11.48,-5.66,16.64,3.6,-1.53,-10.05,21,-49.53,6.7,-6.51,True
20,-24.36,16.7,569.04,-7.13,-4.58,-28.66,27.94,20.8,-11.55,-5.49,280,25.47,-0.48,,True
2,-39.96,1.22,257.04,-10.26,-9.33,-7.66,15.42,1.58,-1.26,-11.16,16,-58.53,10.88,-5.7,False
2,-40.8,0.44,212.04,-10.75,-9.1,-7.66,15.28,3.18,3.15,-17.22,18,-52.53,10.7,-5.83,False
2,-38.34,0.06,158.04,-14.55,-8.86,-3.66,16.72,2.52,-0.6,-12.57,20,-77.53,8,-6.93,True
20,-28.08,16.1,224.04,-6.51,-5.27,-18.66,28.84,10.3,-10.89,-15.54,190,-104.53,-2.56,-5.67,True
2,-45.72,1.1,230.04,-11.04,-9.05,-7.66,15.68,1.88,6.96,-12.15,20,-55.53,11.34,,False
20,-17.76,20.4,269.04,-7.77,-3.45,-8.66,29.14,16.4,-14.85,-10.38,140,-89.53,-3.28,-6.05,True
20,-21.66,14.2,764.04,-5.48,-4.73,-18.66,31.94,26.2,-16.71,-15.45,360,-109.53,-2.92,,True
2,-37.53,1.26,224.04,-10.18,-8.94,-3.66,15.78,2.88,15.15,-18.45,15,-66.53,13.08,,False
20,-26.43,14,839.04,-6.99,-7.64,-18.66,28.74,20.3,-5.64,-9.3,160,-119.53,6.58,,False
20,-19.83,15.6,209.04,-5.43,-5.26,-8.66,26.84,25,-11.82,-7.77,100,-129.53,-0.46,,True
2,-36.18,1.24,266.04,-10.5,-9.33,-7.66,15.34,1.16,0.39,-15.12,5,-49.53,7.84,,False
2,-37.8,0.3,215.04,-11.33,-9.81,-7.66,16.16,3.54,2.16,-9.96,40,-50.53,14.06,-5.82,False
20,-22.98,16.4,449.04,-5.33,-3.66,-18.66,29.54,13.7,-9.03,-11.46,50,-139.53,-2.74,,True
0,-38.85,1.18,203.04,-10.85,-9.01,-5.66,15.08,3.72,-0.09,-15.9,49,-63.53,10.22,-6.22,False
2,-36.03,1.7,215.04,-10.14,-9.53,-5.66,16.3,1.76,-1.65,-10.86,22,-62.53,8.26,,True
20,-19.53,14.5,269.04,-5.29,-4.18,-8.66,30.34,12.4,-10.53,-17.28,330,-69.53,0.78,-5.39,False
20,-21.63,12.8,269.04,-7.37,-4.57,-8.66,31.04,15.9,-15.21,-12.48,235,-139.53,2.76,,False
2,-36.75,0.86,182.04,-10.86,-10.48,-7.66,15.86,2,2.76,-14.31,23,-43.53,7.82,-5.86,True
2,-33.45,1.92,191.04,-10.49,-9.77,-3.66,16.74,3.08,-0.27,-12.3,3,-72.53,7.24,,True
2,-35.67,1.58,173.04,-10.53,-9.3,-7.66,15.8,3.68,0.03,-11.34,16,-47.53,6.98,-8.2,True
2,-39.93,0.92,176.04,-15.05,-9.92,-7.66,14.86,2.6,6.9,-11.76,33,-49.53,8.56,,False
2,-42.81,0.98,215.04,-13.09,-8.67,-3.66,16.68,3.42,-1.65,-12.27,11,-72.53,7.94,-6.41,True
20,-21.96,10.5,254.04,-8.33,-6.27,-18.66,27.94,17.8,-5.52,-8.4,110,-4.53,2.76,,False
2,-38.34,0.92,281.04,-12.27,-9.69,-5.66,16.52,1.58,-0.66,-13.62,6,-72.53,9.92,-6.36,False
20,-22.23,14.6,719.04,-7.59,-4.55,-18.66,28.24,21.8,-6.3,-7.95,250,-14.53,-1.46,,False
20,-31.59,18.3,389.04,-5.49,-4.06,-18.66,25.54,13.6,-12.63,-13.86,325,15.47,-1.26,-5.42,False
20,-30.81,10.6,464.04,-8.71,-7.92,-18.66,24.54,19.2,-0.27,-18.54,375,-79.53,3.08,,False
2,-35.79,0.88,257.04,-11.12,-9.03,-5.66,16.48,3.1,8.37,-11.52,66,-78.53,7.04,,True
20,-26.07,15.3,599.04,-4.94,-3.55,-18.66,31.94,11.8,-17.16,-13.41,365,-144.53,-3.5,-5.01,False
2,-40.26,1.12,227.04,-13.88,-9.85,-7.66,14.74,3.72,-0.81,-10.5,25,-51.53,11.88,,False
2,-41.97,0.94,299.04,-16.01,-10.17,-5.66,14.96,2.88,3.93,-14.61,12,-52.53,9.36,,False
20,-23.34,12.6,239.04,-7.79,-5.48,-18.66,26.24,23.6,-9.45,-10.47,265,-119.53,2.22,-5.39,False
2,-37.29,0.04,182.04,-10.21,-9.99,-7.66,16.26,1.1,0.6,-16.47,35,-54.53,8.18,-5.22,False
20,-24.27,15.9,269.04,-8.6,-9.07,-18.66,24.04,24.2,-11.43,-7.44,290,-14.53,0.04,,False
20,-20.61,19.3,194.04,-4.76,-3.53,-8.66,29.94,19.2,-3.15,-13.53,380,-109.53,-3.88,,False
2,-34.71,1.68,212.04,-10,-9.07,-5.66,16.46,1.98,-1.35,-14.55,29,-47.53,8.08,,True
20,-27,10.4,794.04,-7,-6.73,-28.66,28.34,29.1,-2.76,-9.84,355,0.47,1.8,,False
20,-22.47,18.7,434.04,-5.55,-4.2,-18.66,26.24,26.8,-14.58,-7.32,315,-24.53,-2.54,,True
20,-24.3,17.1,614.04,-6.89,-4.76,-28.66,25.44,16.9,-7.92,-6.36,125,35.47,1.74,,False
2,-34.77,0.66,239.04,-11.13,-9.46,-3.66,16.08,3.66,1.89,-11.91,23,-78.53,10.98,-4.74,False
2,-39.21,1.38,197.04,-10.72,-9.44,-5.66,15.14,3.8,0.96,-11.43,32,-76.53,8.16,,False
2,-44.55,1.14,173.04,-10.9,-9.05,-5.66,15.84,2.34,6,-12.84,30,-76.53,9.64,,True
20,-22.41,17.9,314.04,-4.95,-5.62,-8.66,28.14,17.1,-17.19,-15.21,265,-119.53,-2.16,-5.13,False
20,-21.36,16.6,389.04,-6.98,-4.96,-8.66,26.24,26.9,-15.21,-7.44,100,-134.53,-1.4,-5.9,True
20,-28.71,10.1,494.04,-7.78,-5.99,-28.66,25.04,12.3,-8.13,-7.5,15,0.47,2.82,-3.36,False
2,-37.11,1.48,290.04,-10.32,-8.94,-5.66,16.66,2.64,5.49,-12.3,39,-70.53,6.92,-6.52,True
2,-37.98,1.8,173.04,-9.96,-10.64,-3.66,15.72,1.04,-0.9,-11.25,3,-65.53,6.86,-6.57,True
20,-27.9,13,884.04,-7.99,-6.59,-18.66,24.94,17.1,-5.82,-12.87,270,-144.53,2.94,,False
2,-35.97,0.04,182.04,-10.33,-8.92,-7.66,16,3.52,-0.81,-15,70,-44.53,10.42,,False
20,-21,15.5,764.04,-7.69,-5.34,-18.66,30.44,16.4,-15.3,-15.09,170,15.47,-0.32,-7.77,True
20,-23.73,14.6,524.04,-8.13,-4.95,-8.66,26.64,16.1,-7.23,-9.84,110,-94.53,-0.82,-4.93,False
2,-35.07,1.52,248.04,-9.92,-8.68,-7.66,16.72,1.88,-1.68,-12.42,42,-49.53,6.54,-6.44,True
2,-40.41,0.94,224.04,-10.85,-9.1,-7.66,15.84,4,4.56,-14.82,36,-45.53,8.06,,True
20,-20.04,18.9,854.04,-5.39,-3.9,-8.66,28.84,26.3,-14.61,-24.75,340,-84.53,-0.64,,False
2,-41.67,0.3,248.04,-11.12,-10.5,-3.66,16.68,1.36,0.09,-10.86,11,-61.53,7.4,,False
20,-25.74,13.7,224.04,-6.25,-5.14,-18.66,25.24,19.6,-11.34,-8.67,30,-4.53,11.84,,False
20,-23.43,13.5,419.04,-5.25,-4.76,-18.66,32.74,15.2,-17.58,-8.46,270,-24.53,3.12,-6.73,True
2,-34.23,1.72,287.04,-10.22,-9.86,-5.66,16.28,3.62,-1.32,-9.75,28,-55.53,8.1,-7.12,True
2,-36.27,1.88,200.04,-10.11,-10.16,-5.66,15.52,3.9,-1.38,-12.24,20,-47.53,7.86,-7.4,True
2,-35.64,1.26,206.04,-13.98,-8.98,-7.66,15.22,1.7,1.35,-10.08,21,-40.53,9.54,,False
2,-35.91,1.94,287.04,-10.89,-13.98,-5.66,16.76,3.42,-1.77,-12.39,66,-54.53,7.38,,True
2,-48.27,1.68,182.04,-11.46,-10.47,-7.66,16.38,3.98,3.72,-12.06,37,-45.53,10.08,-7.42,True
20,-24.27,11.1,569.04,-8.17,-6.14,-28.66,26.64,19.5,-5.13,-11.58,10,25.47,0.14,,False
2,-35.34,0.52,293.04,-13.52,-11.31,-5.66,16.02,3.36,2.04,-10.53,1,-58.53,11.48,-6.28,False
20,-23.22,19.7,734.04,-5.56,-6.46,-28.66,29.74,13,-16.02,-9.6,380,15.47,-0.1,-6.97,True
20,-23.67,12.6,629.04,-6,-5.98,-18.66,28.14,11.5,-13.62,-5.64,20,0.47,1.34,-5.82,False
20,-21.12,13.3,389.04,-5.79,-7.13,-28.66,27.94,12.4,-14.91,-9.33,55,-29.53,-1.02,,False
20,-21.6,12.4,704.04,-5.66,-6.55,-18.66,31.94,16.3,-3.99,-8.31,195,-74.53,-1.56,,True
20,-29.58,13.8,539.04,-5.92,-6.6,-18.66,27.04,18.8,-10.8,-10.08,230,-119.53,2.46,-4.17,False
2,-35.22,0.6,263.04,-10.88,-8.97,-6.66,16.32,0.06,0.48,-10.11,1,-59.53,10.28,-5.01,False
20,-32.97,12.6,449.04,-6.91,-7.87,-28.66,24.44,19.3,-9.42,-4.95,55,35.47,0.96,,False
20,-24.57,10.9,494.04,-8.14,-6.13,-8.66,25.94,19.8,-7.41,-14.22,265,-129.53,2.4,,False
20,-26.67,13,329.04,-6.3,-4.25,-18.66,30.24,21.3,-12.6,-12.27,295,-14.53,-2.94,,True
2,-47.13,0.72,284.04,-10.69,-9.87,-5.66,15.24,2.92,9.57,-14.97,17,-48.53,11.5,,False
2,-48.21,0.86,215.04,-10.18,-10.06,-5.66,16.58,0.38,-0.42,-12,2,-61.53,7.14,,True
2,-34.38,1.02,284.04,-11.37,-10.03,-5.66,16.7,2.72,6.48,-9.3,8,-46.53,8.92,-6.12,True
2,-35.94,0.22,173.04,-11.63,-11.45,-7.66,15.8,2.68,0.87,-10.11,13,-54.53,8.68,-5.77,True
20,-25.68,11.2,629.04,-6.33,-5.67,-18.66,29.04,20.2,-12.33,-6.96,20,-154.53,0.5,,False
20,-22.44,15.6,734.04,-5.55,-3.86,-8.66,31.14,13,-13.77,-7.86,25,-59.53,0.36,,True
20,-34.71,13.4,554.04,-7.08,-6.63,-18.66,24.54,13.9,-8.34,-8.58,85,-109.53,3.44,-5.3,False
2,-36.06,1.6,263.04,-10.68,-8.85,-5.66,16.02,3.68,-1.71,-12.63,23,-48.53,7.18,-7.3,True
20,-22.05,14.1,674.04,-6.02,-5.06,-18.66,27.54,11.1,-13.95,-20.61,200,-9.53,-0.68,-4.43,False
2,-39.42,0.84,278.04,-13.61,-8.98,-5.66,16.56,3.74,6.06,-10.98,51,-78.53,9.26,,True
20,-21.69,17.2,779.04,-6.25,-5.63,-18.66,27.24,10.1,-12.78,-12.81,20,-49.53,0.12,,True
2,-34.59,0.36,167.04,-12.4,-8.93,-5.66,16.16,2,6.27,-14.16,9,-56.53,11.06,,False
20,-26.73,10.7,419.04,-7.98,-6.47,-8.66,27.54,28.2,-9.6,-11.64,265,-114.53,0.38,,False
20,-22.2,20.7,539.04,-4.81,-3.44,-28.66,28.94,12.5,-9.18,-8.16,350,0.47,1.36,-5.81,True
20,-20.37,11.9,794.04,-6.09,-4.5,-18.66,32.34,11,-12.45,-6.9,15,-94.53,-1.7,,True
20,-22.68,12.5,614.04,-6.2,-7.64,-28.66,27.84,16.3,-13.56,-16.05,65,-34.53,8.78,-4.16,False
2,-39.78,0.84,230.04,-12.71,-8.92,-7.66,15.72,3.92,0.81,-19.02,15,-45.53,8.22,-6.79,True
20,-27.15,12.5,389.04,-6.26,-10.07,-8.66,25.94,20.9,-10.98,-17.22,120,-154.53,0.56,,False
20,-21.54,11.2,479.04,-7.87,-4.55,-28.66,28.74,28,-7.44,-5.61,285,35.47,5.8,-4.32,False
2,-34.68,0.88,197.04,-10.04,-9.5,-5.66,16.62,1.68,16.83,-12.36,41,-45.53,7.72,-6.41,True
2,-35.31,0.38,179.04,-11.7,-9.57,-5.66,16.22,2.36,-0.63,-11.28,2,-47.53,11.48,-6.87,True
2,-35.94,0.6,290.04,-10.55,-8.95,-2.66,16.82,3.42,13.08,-11.19,0,-73.53,7.06,-5.57,False
20,-24.84,15.4,614.04,-8.82,-4.96,-18.66,29.44,18.4,-12.72,-9,365,10.47,0.64,-5.24,True
20,-22.62,15.4,584.04,-5.55,-4.11,-3.66,29.34,16.3,-14.67,-13.5,5,-84.53,-2.12,-7.22,True
2,-35.1,0.16,197.04,-12.56,-9.28,-7.66,15.28,2.28,0.24,-9.81,13,-46.53,8.08,,False
20,-19.11,12,509.04,-6.52,-4.75,-8.66,32.74,17.4,-16.05,-15.75,335,-74.53,-1.36,-4.43,False
20,-26.61,17.9,374.04,-7.3,-4.72,-18.66,26.64,11.6,-3.33,-7.08,95,-64.53,-1.18,-7.53,True
20,-24.75,13.4,569.04,-6.7,-5.98,-28.66,25.24,15.5,-9.75,-11.91,60,15.47,4.3,-5.45,False
2,-34.26,2.04,203.04,-12.64,-8.77,-3.66,15.6,3.54,2.04,-14.13,10,-60.53,7.18,-6.52,True
20,-20.7,17.5,809.04,-6.41,-5.84,-28.66,28.04,15.8,-12.36,-6.06,210,20.47,0,-7.45,True
20,-23.22,13.8,659.04,-7.52,-6.49,-18.66,26.54,12.3,-12.93,-8.28,170,-24.53,1.2,,False
20,-26.34,11.3,644.04,-6.31,-7.01,-18.66,28.44,28.9,-10.56,-6.57,315,-4.53,-0.02,-5.67,False
2,-35.91,0.8,206.04,-10.28,-9.09,-5.66,16.2,3.66,2.58,-19.02,23,-76.53,12.3,,False
20,-23.13,17.2,719.04,-8.31,-5.47,-18.66,27.04,19.7,-10.05,-5.7,50,-94.53,-0.16,,True
20,-20.49,16.8,794.04,-5.55,-4.02,-18.66,30.54,11.8,-13.92,-13.32,350,-59.53,3.96,,False
20,-22.86,13.2,614.04,-6.73,-5.3,-8.66,29.24,26.5,-14.1,-13.23,80,-104.53,-0.04,-6.73,True
2,-44.85,1.82,164.04,-11.13,-12.74,-3.66,14.98,4.26,-0.57,-13.26,3,-74.53,8.52,-5.08,False
20,-20.52,20,599.04,-6.33,-3.73,-8.66,29.54,16.6,-13.8,-13.53,205,-119.53,-0.1,-6.27,True
20,-23.67,10,779.04,-6.66,-4.95,-18.66,29.94,21.2,-11.64,-11.79,80,-69.53,-0.62,-6.26,False
20,-26.64,13.9,734.04,-9.44,-5.88,-18.66,24.84,18.2,-7.95,-6.15,30,-89.53,4.14,-4.71,False
20,-23.61,10.3,614.04,-6.96,-5.62,-18.66,28.54,10.5,-13.29,-12.93,340,-69.53,2.16,,False
2,-45.03,1.42,215.04,-11.09,-9.77,-5.66,16.6,1.34,5.73,-11.79,8,-50.53,7.38,-7.92,True
2,-41.16,1.08,278.04,-10.96,-8.69,-5.66,16.62,3.3,3.18,-9.84,25,-41.53,11.08,,True
2,-35.49,1.94,260.04,-10.65,-10.95,-5.66,16.24,0.6,2.04,-11.37,17,-58.53,7.48,-7.76,True
20,-23.22,18.6,749.04,-8.55,-5.28,-18.66,24.54,10.7,-12.93,-6.96,45,10.47,1.06,-5.65,False
20,-19.95,18.8,824.04,-5.42,-3.83,-8.66,31.44,10.4,-15.96,-16.35,115,-124.53,-3.42,-6.09,True
2,-34.59,0.14,239.04,-11.32,-8.94,-3.66,16.38,2.46,9.45,-11.61,9,-68.53,9.94,-5.33,False
20,-25.08,16.6,494.04,-6.29,-5.84,-8.66,24.74,22.1,-11.28,-12.96,190,-144.53,5.04,-3.35,False
2,-36.18,1.56,248.04,-11.04,-9.4,-7.66,14.98,2.44,1.26,-10.32,3,-56.53,17.58,-5.6,False
20,-24.24,14.9,269.04,-5.93,-4.89,-28.66,25.04,15.6,-14.19,-7.71,100,-29.53,2.48,,False
2,-37.86,0.1,281.04,-10.3,-13.22,-7.66,16.12,2.78,1.65,-14.46,39,-55.53,10.02,,False
20,-24.15,15.4,239.04,-6.57,-4.58,-28.66,25.14,10.6,-5.55,-18.09,140,5.47,-0.44,,True
20,-18.6,15.6,254.04,-4.82,-3.11,-18.66,32.64,16.1,-16.11,-15.45,245,-124.53,-1.74,,True
20,-20.25,15.8,449.04,-6.32,-5.72,-18.66,29.24,12.5,-12.12,-11.91,335,-84.53,-0.04,,False
20,-18.87,15.5,524.04,-6.18,-3.66,-8.66,32.44,18.3,-12.03,-11.04,230,-79.53,-1.36,-6.77,True
20,-22.53,17.4,479.04,-6.15,-4.55,-8.66,26.34,16.3,-4.68,-12.93,285,-129.53,-0.92,-4.39,False
20,-19.5,19.3,374.04,-7.72,-3.97,-8.66,27.84,11.2,-15.9,-11.46,140,-99.53,0.84,-7.36,True
20,-25.41,13.2,659.04,-11.51,-6.84,-18.66,26.24,11.5,-10.02,-12.27,300,-129.53,0.32,-5.26,False
2,-38.28,1.76,167.04,-10.73,-9.09,-7.66,15.08,4.16,1.11,-12.15,71,-49.53,10.12,-5.58,False
20,-25.77,12.2,209.04,-6.71,-7.26,-18.66,24.14,10.2,-10.26,-12.6,130,-84.53,0.18,-5.1,False
2,-39.27,0.06,215.04,-10.79,-8.92,-7.66,16.76,3.66,-0.78,-10.53,70,-50.53,10.46,-4.9,False
20,-20.76,10.9,809.04,-5.51,-4.15,-8.66,33.14,16.2,-14.91,-12.72,165,-119.53,1.98,-5.81,False
2,-34.26,1.6,176.04,-10.16,-9.72,-5.66,15.52,3.36,-1.62,-18.33,25,-75.53,7.28,,False
0,-35.28,1.32,161.04,-10.02,-10.54,-7.66,15.34,2,0.06,-11.1,11,-50.53,6.8,-6.32,True
20,-21.09,19.7,284.04,-5.09,-5.7,-13.66,25.94,14.3,-16.32,-15.9,380,-54.53,1.12,-5.16,False
2,-38.67,1.82,254.04,-10.92,-8.99,-3.66,16.54,1.98,8.46,-15.42,33,-61.53,7.22,,True
20,-27.57,13.4,824.04,-8.17,-6.1,-18.66,26.54,21.8,-9.03,-12.42,370,-14.53,2.98,-5.1,False
20,-23.88,13.3,614.04,-6.57,-6.42,-18.66,27.24,16.1,-12.36,-8.76,250,5.47,8.38,-4.97,False
20,-23.64,11.5,644.04,-5.34,-4.28,-18.66,31.94,11.7,-15.18,-7.74,60,-114.53,0.8,-7.82,True
2,-37.14,1.14,245.04,-12.39,-9.43,-7.66,16.38,0.48,1.98,-13.89,55,-40.53,7.88,-6.53,True
20,-24.21,16.7,599.04,-7.38,-6.15,-18.66,24.84,14.2,-12.51,-8.37,175,-24.53,-0.62,,False
20,-22.11,19.7,674.04,-4.75,-5.25,-8.66,30.64,12.9,-17.07,-10.11,100,-109.53,-2.02,-7.83,True
20,-24.72,13.1,599.04,-7.09,-5,-18.66,29.64,28.3,-10.77,-10.08,225,-39.53,1.42,-5.72,True
20,-22.56,15.3,524.04,-11,-4.5,-18.66,30.94,13.7,-12.15,-12.96,125,-129.53,-2.7,-6.43,True
2,-50.31,1.76,182.04,-10.87,-12.27,-5.66,15.98,3.5,-1.02,-15.69,13,-47.53,8.98,,True
20,-24.84,10.7,509.04,-5.89,-4.69,-8.66,29.84,12.6,-14.52,-12.72,285,-84.53,-0.98,,False
20,-24.12,12.8,794.04,-8.77,-7.02,-18.66,27.54,18.1,-10.83,-14.01,335,-89.53,4.94,-4.1,False
20,-19.74,18.5,164.04,-5.65,-5.15,-28.66,25.44,11,-15.63,-10.23,325,-29.53,0.3,-7.08,True
