F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
78.63,18,0.09,Rest,6.27,978.35,883.58,-10.02,4.72,249.61,-92.37,21.54,23.34,10,Low,15643.88,0
158.33,9,9.36,Rest,-4.89,687.04,1167.06,-9.97,14.74,356.96,-328.56,8.04,18.18,12,Very low,4232.94,843.72
102.3,15,2.04,Rest,-21.87,1478.26,126.92,-6.4,23.9,265.52,-472.62,31.65,14.24,10,Very high,19358.42,3178.14
128.83,15,0.03,Europe,-13.17,1413.34,584.18,-15.39,1.52,277.79,-281.4,4.71,26.57,6,Medium,14434.38,0
83.72,15,1.02,USA,-11.22,1661.79,844.04,-10.16,3.74,293.87,-459.96,16.26,19.98,8,Medium,46360.32,1510.38
112.93,3,46.68,Europe,-3.57,1394.56,897.92,-12.78,21.92,221.18,-452.28,4.59,10.83,8,Low,8741.48,2840.49
71.36,12,0.03,USA,2.13,1083.85,1253.98,-11.76,15.5,269.3,-408.09,13.95,28.26,6,Very low,15631.46,2795.55
139.72,3,0.27,UK,-12.78,1257.48,1744.6,-11.29,4.54,279,-382.83,4.2,22.2,8,Medium,3662.18,461.8
73.75,12,123.78,Rest,-18.84,1503.34,1025.52,-10.28,12.8,262.22,-374.22,9.81,21.31,6,Very low,16066.62,207.95
94.79,9,6.57,Rest,-1.92,1326.07,1439.92,-7.09,1,292.17,-234,7.95,19.49,18,Very high,20237.98,173.96
124.96,15,32.97,Rest,5.19,1695.71,1588.78,-8.82,14.66,287.18,-403.77,33.99,17.26,4,Low,7426.36,598.77
82.48,6,68.28,UK,-11.79,2145.5,-492.88,-16.62,7.74,271.68,-434.52,3.42,19.43,10,Medium,18501.24,1409.13
71.45,6,309.18,UK,11.13,1051.99,1586.36,-7.37,8.76,256.1,-366.24,21.6,21.25,2,Very high,16340.92,1444.47
64.31,9,0.6,Europe,-16.89,1386.39,1489.54,-5.35,12.56,366.41,-470.34,25.2,21.5,2,Very high,20979.12,2757.3
67.97,27,3.96,USA,-13.38,1205.52,535.3,-10.49,13.46,278.47,-426.54,12.33,25.52,8,High,30148.66,2952.31
89.32,12,0.03,USA,1.56,1453.96,960.1,-4.86,7.2,289.85,-350.67,32.46,16.95,10,Very low,21215.2,2736.88
69.61,3,363.42,UK,-3.87,1014.68,740.62,-11.04,3.24,257.05,-495.75,6.36,20.03,4,Medium,15808.34,1568.29
87.69,12,0.3,Europe,-29.07,1477.44,1205.84,-9.67,1.04,267.55,-340.68,22.02,30.87,12,Low,15065.7,350.89
164.1,9,0.06,Rest,0.96,1154.88,-419.62,-7.15,5.5,274.65,-384.63,4.95,21.16,14,High,16679.38,1395.28
128.38,12,1.11,Rest,-7.44,1677.65,1258.56,-11.38,5.62,284.65,-579.84,12.51,31.8,6,Low,17176.2,541.39
77.03,6,0.09,USA,-13.23,1097.11,2210.88,-7.89,2.38,192.95,-440.34,29.46,32.96,4,Very high,22188.28,3102.52
58.43,6,70.95,Europe,-22.74,1287.21,1341.36,-9.67,5.58,293.8,-268.23,16.77,19.2,12,Very high,32284.52,1684.39
90.58,0,1.11,UK,-4.32,1463,867.4,-15.19,5.86,286.65,-417.36,2.88,22.15,6,Low,16821.42,846.37
130.56,18,3.54,Rest,-2.88,982.91,481.02,-13,6.58,262.18,-589.32,7.59,22.59,8,Very low,19818.42,998.85
106.04,9,0.21,Rest,1.14,1650.75,638.82,-8.15,9.1,232.15,-270.63,7.02,18.93,6,Low,15160.76,11.09
101.85,12,1.5,Rest,8.94,1429.89,1639.82,-13.13,16.92,257.41,-447.54,11.82,19,6,Low,24303.98,592.43
47.37,18,0.03,USA,-18.24,1506.42,1133.4,-10.3,2.18,257.37,-392.1,1.53,18.15,14,High,16404.36,159.39
138.82,15,0,USA,10.8,1205.06,1290.76,-12.17,9.58,276.15,-373.14,20.04,22.21,10,Very low,15196.68,1789.7
39.81,9,0.03,UK,-3.48,1603.18,989.18,-7.42,7.2,233.96,-156.72,28.53,19.7,10,Low,12486.04,260.01
64.86,12,0.12,UK,0.84,1566.03,827.96,-10.41,8.68,275.84,-343.74,2.58,19.27,10,Low,16207.26,255.35
107.79,6,56.97,UK,-19.35,1127.45,797.5,-11.18,8.2,395.07,-285.39,3.84,22.23,10,Medium,6722.66,816.64
94.1,21,0,Europe,-4.14,1880.68,712.42,-6.49,12.74,296.47,-306.45,18.63,11.82,6,Low,9684.28,0
60.22,0,0,Europe,4.02,1507.35,1483.64,-12.94,4.06,275.89,-264.57,18.6,7.1,6,Very high,8446.52,832.14
90.79,0,0.15,Europe,-5.55,1043.44,617.54,-8.15,9.8,262.25,-271.68,9.63,22.29,10,Low,17960,2238.1
124,18,0.75,Rest,-10.32,1022.58,807.72,-4.37,9.94,308.21,-402.33,5.64,20.02,10,High,23251.54,707.73
77.58,12,1.05,USA,-14.82,1170.36,1535,-12.28,23.96,258.48,-293.28,8.46,21.29,2,Low,32218.56,1070.68
59.47,18,207.33,Europe,4.32,1397.6,1353.3,-14.19,5.68,276.13,-279.27,5.73,22.81,8,High,13226.22,0
67.42,15,0.99,UK,11.7,873.47,943.76,-9.79,10.58,320.89,-455.82,36.69,21.17,10,Very high,23335.94,3415.18
95.65,9,16.62,Europe,-5.7,1479.55,988.36,-7.62,6.16,276.11,-317.61,4.38,18.67,2,Very low,15631.7,0
123.47,6,0.21,UK,-11.49,1612.81,738.84,-10.26,10.48,277.74,-173.43,17.07,19.73,4,Medium,29965.36,134.41
145.17,3,0.12,UK,-10.83,1700.34,323.24,-9.94,10.94,262.96,-537.63,14.73,20.2,6,High,28595.36,2716.09
96.12,9,432.24,Europe,-2.55,1462.37,882.8,-15.28,15.32,234.24,-216.75,8.94,10.44,6,Low,28937.26,0
97.63,18,8.13,USA,0.03,1765.81,1224.56,-9.23,3.64,277.12,-285.45,3.72,20.22,6,Very low,-13302.46,0
115.24,21,2.97,USA,4.44,1344.9,797.84,-10.32,4.48,269.95,-383.64,8.73,20.66,8,High,5784.06,371.01
88.6,6,0.24,Europe,-6.93,1328.11,1347.62,-8.92,3.58,225.58,-426.78,29.16,17.66,6,Very high,25431.62,2673.51
69.02,9,0.45,Rest,-12.3,1310.11,1167.8,-10.89,5.42,289.19,-303.87,17.49,19.11,8,Low,15159.14,207.06
62.74,9,39.15,USA,-14.19,1527.63,-276.22,-10.99,3.86,231.45,-404.04,9.18,23.01,8,Medium,-5971.28,2808.51
59.48,3,0.45,Europe,-10.14,908.23,1024.52,-15.32,1.36,346.29,-535.41,13.2,19.32,12,Very low,18120.32,2770.82
105.88,15,23.01,Rest,-16.08,1244.12,1202.3,-12.36,7,288.37,-423.57,8.43,18.77,8,Medium,10674.56,342.77
61.25,27,0.69,Europe,-7.74,1527.05,670.46,-7.17,15.78,285.49,-229.17,17.46,20.02,4,Medium,7996.74,0
76.65,9,0.57,USA,-4.47,1205.12,1230.66,-8.16,6,282.94,-222.81,33.78,16.98,14,Very high,18285.18,3464.23
116.43,15,0.18,USA,-10.83,1530.21,1794.48,-9.72,9.12,251.21,-380.76,10.95,19.96,4,Medium,14449.66,0
167.19,6,4.08,UK,-14.82,1342.12,-124.8,-11.71,4.88,280.05,-352.56,9.09,20.35,6,Medium,13323.98,1248.35
61.78,6,21.24,UK,12.9,948.07,2470.26,-11.32,33.04,289.41,-384.42,20.01,28.77,6,Low,19664.72,2617.82
84.72,21,3.06,Europe,-7.14,1659.25,1642.72,-9.36,9.76,272.12,-325.92,14.79,21.4,10,Very low,24737.58,0
38.09,15,205.47,Europe,4.53,1718.04,550.52,-8.19,6,281.69,-243.18,11.34,12.87,6,Medium,-2882.92,0
98.98,18,5.49,Rest,0.87,1117.38,901.6,-12.34,12.32,222.61,-288.99,13.14,24.4,6,Very high,13068.16,465.01
132.28,6,0.21,Rest,1.65,1577.86,2107.22,-6.84,8.82,274.45,-207.03,0.81,27.99,6,Very low,17055.84,0
118.24,12,39.21,UK,-20.22,1602.69,1406.06,-12.52,3.54,267.09,-342.96,1.05,18.25,10,Very high,16057.66,0
47.29,18,8675.76,Europe,5.82,1481.43,570.92,-13.15,9.92,277.01,-312.75,8.13,16.11,10,Very high,20831.36,1042.25
108.1,21,82.53,Rest,-12.39,1248.08,1546.56,-6.34,1.22,283.39,-404.88,20.37,20.72,0,Low,20073.74,0
118.55,9,0,Rest,8.79,1119.72,1942.76,-12.46,2.7,242.07,-198.36,12.18,18.67,10,Very low,18738.36,0
80.26,27,0.03,UK,-22.02,1639.55,581.32,-3.02,5,366.89,-292.23,7.92,21.72,2,High,16001,0
97.58,15,27.33,UK,-5.49,1328.38,1781.14,-10.27,11.94,310.88,-414.81,17.37,21.44,6,Medium,22624.12,884.38
92.44,12,3.03,Rest,-16.2,1338.51,949.18,-11.77,22.16,236.49,-353.16,17.37,21.12,12,High,23241.66,1645.33
38.99,9,0.12,UK,-3.09,1666.77,965.44,-19.27,5.14,266.87,-179.22,9.51,17.43,4,Low,17176.26,0
102.72,21,2304.21,UK,-3.36,1677.03,948.36,-14.85,4.46,327.68,-353.55,14.31,17.24,8,Very high,19792.14,194.97
73.21,24,24.48,Europe,1.38,1184.5,525.3,-13.22,8.14,193.9,-329.88,11.55,19.54,14,Medium,15900.92,1203.67
62.45,9,4.5,UK,-6.6,841.42,1261.34,-9.43,11.5,247.02,-516.72,16.71,20.54,6,Very high,3338.24,2814.64
120.4,21,3.15,Europe,-5.73,1594.33,861.74,-6.85,1.16,284.45,-310.38,11.82,18.63,6,Medium,-19322.1,0
80.41,9,2.07,UK,-9.24,1586.65,409.94,-10.76,4.36,303.07,-339.9,6.18,21.67,6,Medium,22461.68,323.67
71.65,30,0,UK,-11.37,1417.88,935.34,-10.62,5,301.87,-305.04,9.51,16.89,14,Low,22052.52,0
77.8,18,0.42,USA,13.35,1448.92,-16.76,-1.72,9.6,239.93,-210.09,4.83,24.96,8,High,16193.26,143.61
71.55,12,2.34,USA,-19.02,1765.03,1124,-13.17,9.68,368.37,-394.62,25.14,24.79,6,High,18587.66,2611.21
103.41,15,5.4,Europe,-15.81,1508.77,2068.48,-5.51,17.08,276.38,-487.92,16.92,21.76,8,High,15252.64,2444.47
80.87,15,0.03,UK,-1.26,1296.65,1578.8,-14,3.68,252.89,-234.3,37.86,21.73,4,Very low,13003.86,0
51.66,27,2.07,UK,-12.48,1036.82,569.9,-14.62,8.12,271.83,-420,9.21,22.24,2,Very high,23747.98,748.62
101.06,9,0.42,Rest,-21.3,1240.39,1092.8,-11.98,9.22,337.51,-256.11,8.94,28.74,8,Low,19816.54,105.68
93.21,6,53.61,Europe,-1.62,1159.1,932.6,-8.58,4.1,265.32,-255.3,13.14,19.77,4,Low,11030.02,0
78.99,15,38.43,Europe,5.07,1337.71,991.04,-4.72,1.06,242.99,-428.16,25.95,20.75,10,Low,6443.84,1629.55
128.98,15,362.46,Rest,1.71,1575.68,1229.46,-8.49,8.08,271.82,-296.25,2.79,13.64,8,High,22145.12,0
85.91,15,0.21,USA,-11.46,1605.52,2207.36,-9.45,1.66,266.49,-547.95,10.5,28.94,10,High,12381.44,647.83
116.83,18,1208.31,Rest,-8.82,1054.44,707.54,-12.41,6.14,93.34,-218.88,3.99,16.86,10,Very low,21344.84,0
120.53,0,17326.44,Rest,-0.03,1629.92,809.56,-8.62,17.72,228.98,-259.32,15.03,20.98,12,Very high,21147.12,1302.46
49.6,12,15.63,Europe,-3.57,1863.5,943.14,-14.73,4.46,287.58,-417.57,33.9,20.72,4,Medium,18190.08,1609.96
117.13,3,0.33,Rest,-23.88,1329.54,529.46,-13.2,4.56,269.44,-439.59,32.97,20.66,4,Medium,19466.16,1491.63
28.19,9,3.69,Rest,-2.49,1257.04,398.42,-6.48,8.54,195.74,-371.28,26.28,20.5,4,Very low,10345.98,790.97
85.11,9,176.4,Europe,-0.36,1477.11,1152.76,-13.62,8.22,271.6,-439.2,10.41,19.12,6,High,19793.24,1760.14
84.33,3,2.13,USA,0.51,1098.36,506.28,-9.13,9.62,264.77,-427.86,9.9,12.86,6,Very high,19287,3746.13
74.12,9,0.3,UK,7.08,1832.02,1242.28,-7.6,7.78,256.36,-339.99,3.21,22.36,18,High,-4083.34,772.23
109.68,15,18.93,Rest,-16.59,776.91,1497.8,-13.61,5.4,326.3,-271.02,11.61,23.96,14,Very high,13147.48,461.1
93.96,6,0.09,Rest,-9.54,1322.08,1372.38,-11.29,5.36,279.99,-352.92,19.92,19.22,6,Medium,18018.78,429.02
112.41,6,1.53,USA,-12.21,1446.44,756.14,-13.99,4.14,295.15,-332.01,0.84,12.47,12,Medium,23705.28,633.27
94,15,0.18,UK,-12.09,1342.39,692.76,-10.18,3.36,225.29,-390.12,14.43,14.05,20,Medium,26392.98,1640.37
95.38,12,0.72,USA,-16.23,1603.43,1376.38,-13.27,6.62,233.14,-351.36,28.56,20.27,8,Very high,29579.34,2633.81
56.89,12,3.87,UK,-15.42,1538.06,1968.9,-6.84,6.82,269.87,-504.75,1.5,28.57,14,Low,18101.52,567.82
43.27,9,97.17,USA,1.47,1783.18,400.04,-6.1,15.08,257.91,-499.68,8.13,20.07,14,Low,27861.78,3717.51
126.81,12,0.09,Rest,2.61,1191.73,864.28,-8.47,1.32,283.25,-330.66,1.53,26.83,6,High,17659.96,16.87
52.98,9,6.78,Rest,-15.63,1300.53,1433.24,-10.28,3.3,292.06,-405.06,3.66,17.12,6,Very high,21532.3,222.73
73.17,12,8.85,Europe,-21.3,1868.23,1488.84,-6.88,2.04,299.52,-406.32,4.5,22.63,10,Very high,19344.3,0
38.35,12,29.1,Rest,-26.07,1415.09,700.88,-9.49,10.84,305.36,-419.82,16.47,16.3,12,Very high,24957.32,1411.97
73.31,21,37.38,UK,-8.4,1667.61,1003.26,-11.78,5.36,272.99,-287.1,24.84,22.93,8,Very high,15221.5,351.24
140.11,15,0.51,Rest,-0.27,1416.51,1801.8,-7.49,8.24,359.39,-213.12,17.52,21.79,16,High,17821.66,143.08
83.27,21,4.2,Europe,-4.62,1767.24,1303.02,-14.06,18.68,375.98,-346.11,7.53,21.23,8,Very low,14440.56,0
85.18,9,0.36,USA,-6.63,904.36,369,-8.22,15.36,235.24,-552.99,12.33,21.05,6,Very low,19777.94,3786.86
59.45,6,1.05,Europe,3.6,1397.33,436.5,-4.98,3.94,256.61,-246.96,2.28,20.64,4,Very high,23523.54,0
90.09,6,2.13,USA,-7.92,1722.86,1212.22,-8.84,9.28,209.37,-279.3,4.77,21.32,10,Medium,16810.82,86.56
44.91,18,7.47,USA,-4.77,1482.83,857.62,-14.38,7.5,276.62,-343.08,6.36,20.7,14,Very low,11725.36,110.25
72.44,9,1.74,Europe,-7.23,2164.46,1238.64,-6.81,2.3,286.3,-328.32,9.69,20.78,8,Very high,6819.02,0
198.39,9,43.68,UK,-6.45,1499.55,1202.1,-12.81,5.6,253.82,-330.3,13.59,19.31,2,High,17349.54,166.79
115.65,9,1.83,Rest,-5.82,1193.49,1270.2,-9.27,6.08,265.87,-310.68,14.13,17.42,4,Low,29961.96,80.5
91.31,18,230.46,USA,-1.74,1497.01,1438.68,-11.64,4.06,294.57,-505.32,6.18,20.36,2,Very low,35010.74,0
132.7,15,14.01,USA,-0.75,1145.68,1196.76,-10.74,10.2,244.48,-440.82,12.84,20.34,2,Medium,13913,1668.45
79.74,18,3,USA,-9.78,1524.32,29.62,-9.6,8.42,264.72,-348.93,6.33,19.08,10,Very high,32932.72,2280.12
70.66,6,21.99,Rest,-3.9,912.79,2130.46,-7.9,3.12,246.34,-319.17,22.26,20.7,6,Medium,13153.3,242.7
31.99,9,0.36,USA,-6.72,1416.04,964.94,-15.64,1.02,250.91,-234.06,6.99,19.99,14,Very high,13041.54,246
79.65,3,366.03,UK,-1.56,1375.89,2079.64,-14.36,4.08,285.28,-236.4,10.71,26.17,4,Very low,433.04,0
96.85,9,0.12,Rest,-11.28,1628.58,1184.44,-17.46,11.86,106.16,-379.44,1.41,21.23,6,Very high,26604.44,356.43
107.8,9,6.27,Rest,0.36,1405.11,1281.84,-11.01,10.4,295.57,-273.54,42.45,22.33,4,Low,26201.42,659.99
75.91,12,22.86,Europe,-10.71,1310.14,1858.98,-8.99,12.52,274.52,-348.06,1.26,32.06,10,Very low,31174.88,0
171.68,9,237.81,Rest,15.87,1178.77,-334.82,-10.14,2.12,255.58,-450.36,2.97,21.59,12,Very high,21917.12,1340.44
16.34,15,0.96,Rest,0.84,1111.07,1021.46,-8.19,4.32,280.19,-348,17.55,30.61,4,Low,24386.18,138.26
20.09,6,0.18,Europe,-5.1,1582.6,611.94,-10.01,16.9,247.72,-199.77,2.04,24.35,6,Very low,32080.96,0
101.47,15,0,UK,-0.42,1259.66,468.2,-11.49,5.42,235.25,-391.95,10.5,18.86,6,High,18840.4,1050.07
103.95,12,31.05,UK,6.93,1606.21,893.5,-7.42,9.04,259.36,-480.54,13.23,16.82,4,Very high,2859.7,1488.69
91.61,12,2.37,UK,-5.16,1664.69,1011.16,-10.58,4,272.68,-309.24,23.13,21.65,10,Low,16110.32,378.76
72.03,18,238.32,Europe,-10.29,1260.71,847.24,-11.86,3.06,354.81,-551.01,1.29,15.95,10,Very low,14587.54,726.91
113.91,6,0.06,USA,-8.34,1834.26,808.86,-10.37,13.46,302.64,-224.52,6.21,15.82,4,High,7001.94,74.95
71.78,9,261.51,USA,10.59,1465.53,832.02,-12.72,6.54,273.15,-269.85,5.67,-5.29,8,Medium,19295.2,28.72
58.46,9,73.05,Europe,-17.22,1755.42,918.96,-10.25,6.92,367.01,-311.28,0.96,21.87,8,Medium,19376.2,0
102.1,18,0.15,Rest,-5.64,1221.79,-106.06,-7.44,14.16,266.02,-418.2,1.08,19.69,10,Very high,9043.92,1267.34
77.38,12,0.45,UK,-6.21,972.04,814.28,-12.59,9.32,274.94,-249.51,13.68,24.95,6,Very low,16504.56,345.58
155.7,12,1.17,Europe,-22.14,1329.34,1602.24,-8.88,3.16,273.79,-393.96,6.06,18.91,6,Very low,18348.46,0
55.87,18,0.03,Europe,-1.32,1139.02,612.92,-10.93,20.2,246.36,-485.52,21.75,17.99,6,High,19566.78,2959.77
180.93,9,0.78,Rest,-27.48,1231.32,1726.12,-9.03,15.24,268.13,-394.26,8.52,30.99,8,Low,21569.98,512.48
83.81,6,9,USA,-10.23,1565.8,816.72,-10.15,10.82,328.26,-347.7,10.5,25.06,16,High,11173.2,3513.19
104.2,9,0.12,UK,-12.9,1412.86,1060.1,-8.2,2.52,271.92,-236.82,12.81,20.61,2,Very high,10094.68,0
167.36,9,2.64,Europe,-7.41,1093.97,689.6,-7.77,3.88,261.67,-386.76,2.82,15.89,4,Low,15200.7,75.07
90.95,12,8.16,UK,-9.36,849.26,1476.48,-9.92,3.98,432.15,-443.46,14.1,24.55,8,High,27035.3,1413.83
119.32,6,98.07,USA,5.01,2005.38,1268.78,-9.8,5.12,283.39,-267.03,11.19,20.14,8,Low,24643.54,0
59.17,6,1.26,UK,-9.21,896.02,614.28,-9.82,6.42,354.53,-359.31,2.4,23.55,6,Very low,30323.82,738.08
125.75,9,0.18,UK,-8.25,1237.21,874.96,-9.76,3.7,256.11,-522.45,6.69,15.32,8,Medium,-73.5,1507.61
99.96,12,0,Europe,-15.48,1299.04,1334.72,-6.22,17.88,290.45,-380.64,9.93,21.16,12,High,6027.66,2670.98
106.71,9,5.49,UK,-7.32,1312.21,1579.22,-4.46,10.24,322.87,-360.21,30.09,28.64,8,Very high,4881.7,1949.75
65.27,24,27.51,Rest,4.92,954.24,2433.62,-3.38,2.64,225.18,-296.07,31.65,20.04,10,High,32579.2,60.5
132.07,9,0,USA,-9.66,1509.81,1790.48,-10.51,6.58,205.84,-448.44,6.54,20.59,14,Very low,13952.94,769.82
138.85,15,60.21,UK,-2.37,869.15,-341.06,-9.97,10.28,278.02,-349.8,17.31,26.3,8,Low,17671.42,2039.19
63.63,3,0.96,USA,-18.45,1478.37,318.02,-9.76,7.88,280.83,-374.82,5.76,16.77,4,Low,17088.24,1563.3
121.08,9,16.92,Rest,-6.96,1328.74,1871.54,-10.91,19.7,282.2,-240.3,15.27,21.53,8,Very high,13010.32,580.16
120.24,12,2.91,UK,-11.1,1302.12,545.26,-14,3.42,314.24,-330.03,4.92,19.71,6,High,18144.18,353.38
84.75,21,0,Rest,2.46,1259.86,1066.18,-10.1,16.4,272.4,-311.82,22.65,22.42,6,Medium,20217.76,554.61
121.86,9,0,UK,-15.33,1992.05,1790.7,-9.01,6.98,249.95,-234.81,4.71,19.98,8,Very high,57340.06,0
65.43,12,1.41,USA,15.93,1283.2,1741.68,-12.18,4.86,376.05,-431.76,3.48,34.75,18,Low,16348.54,1163.87
100.72,9,3.36,Europe,2.94,1502.07,540.1,-10.46,21.1,295.98,-249.75,12.39,18.19,4,High,14642.36,2119.64
129.67,9,86.28,Europe,-8.55,1336.53,1151.48,-8.99,11.5,329.22,-293.61,20.73,23.61,4,Very low,19857.42,338.04
104.31,6,1.89,Europe,-12.6,1489.03,831.9,-11.68,14.06,325.05,-417.51,10.62,21.63,10,Very high,19078.56,2834.49
44.91,6,0.06,Europe,-1.26,1391.85,361.1,-10.66,6.42,247.43,-467.07,15.39,18.55,10,Very high,19290.82,2908.23
96.91,6,2.13,USA,-19.38,1458.37,2688.48,-12.6,10.2,288.91,-512.07,8.73,24.09,10,Very low,9911.32,903.02
122.69,9,2.43,UK,-8.76,1149.09,1431.62,-9.14,10.58,241.98,-371.79,13.05,31.25,6,Low,16654.52,875.97
132.4,18,0.99,UK,1.77,1253.38,1502.1,-6.61,6.78,292.17,-513.15,2.82,15.84,8,Very low,27539.68,309.24
85.14,9,65.85,USA,3.75,1391.18,960.14,-10.06,7.72,291.32,-427.56,8.61,20.87,12,High,9708.9,3248.36
148.91,12,26.58,Rest,6.66,1446.84,1462.84,-11.36,17.84,301.89,-373.77,7.65,16.12,12,Low,17702.2,578.59
29.75,15,0.27,Rest,6.96,1132.49,1876.58,-10.65,2.04,383.31,-426.96,1.95,25.19,14,Very low,14653.74,0
121.69,18,27.45,Rest,-7.47,1351.67,1546.1,-3.81,9.82,243.85,-377.19,16.65,23.91,16,Very low,14583.42,373.56
81.81,6,199.65,UK,1.74,1772.05,-715.28,-10.93,6.2,296.6,-294.27,14.28,21.7,16,Very low,9473.78,1523.13
88.14,21,4.41,Europe,-3.6,1385.92,1913.06,-9.37,14.58,243.43,-454.41,6.36,17.25,6,Very high,20381.92,950.28
50.72,12,61.8,Europe,-2.07,1310.2,1949.74,-11.28,14.86,210.68,-218.07,2.64,17.63,14,Very high,16329.64,73.93
84.3,12,121.32,Europe,11.7,1424.42,1258.6,-3.92,5.44,304.57,-361.26,4.23,21.66,10,Medium,21083.08,0
105.92,3,0,USA,-14.01,1644.66,654.18,-5.57,12.26,282.76,-507.21,15.72,19.04,6,Very high,25445.06,3780.09
91.99,15,324.93,Europe,-10.41,1657.66,678.84,-13.48,9.1,271.72,-283.29,5.52,23.61,8,Very low,274.4,0
98.59,6,0.24,Europe,-10.14,931.23,2080.2,-9.36,5.82,235.26,-335.67,7.65,23.61,4,Medium,16057.52,0
74.18,18,0.09,UK,-8.61,1256.28,1547.04,-7.1,14.16,252.41,-572.04,3.48,26.75,4,Medium,19247.84,1269.65
52.31,6,80.64,USA,-11.16,1457.5,711.78,-9.86,4.76,315.19,-391.68,6.33,12.96,14,Medium,14598.48,2637.04
111.95,9,9.03,Europe,4.65,1260.56,1406.44,-19.86,2.82,312.24,-468.18,24.78,27.49,6,High,18152.78,2392.69
89.93,6,0.45,USA,-6.54,1195.64,348.3,-14.95,3.16,299.42,-453.33,1.38,18.19,10,Medium,17284.08,3096.28
124.48,6,1.17,USA,10.65,1204.17,1848.08,-13.72,11.36,261.97,-332.04,14.46,11.51,0,Very low,12476.86,17.45
127.92,9,10.17,Europe,-17.25,1729.95,920.56,-7.79,7.56,278.99,-534.87,8.67,20.14,10,High,25225,2547.65
54.93,6,7.02,Europe,-5.88,1414,1115.28,-9.84,14.28,270.08,-416.4,3.9,25.04,2,Low,6940.66,1059.59
108.66,15,103.74,UK,-23.25,1321.58,1017.48,-10.26,3.38,83.89,-387.39,10.77,12.3,6,Very high,25684.66,620.51
132.35,12,0.03,USA,4.26,1538.09,1673.74,-11.14,3.86,269,-220.74,21,20.95,4,High,24196.42,0
90.69,12,0.09,Europe,-12.54,1446.73,1387.9,-11.76,12.82,294.25,-300.84,17.91,22.62,6,High,24751.44,1125.95
130.62,15,0.57,USA,-14.73,1614.32,1150.72,-10.4,2.16,108.08,-249.6,15.78,20.89,6,Medium,16599.92,0
73.54,6,2.01,Europe,-13.41,1255.68,1265.78,-10.99,4.58,269.3,-291.54,4.17,24.37,4,Medium,26004.7,0
72.95,18,0,UK,-14.7,1237.23,450.24,-10.23,2.52,247,-343.56,4.08,17.81,6,Very low,3345.96,0
91.36,15,1.65,UK,14.94,1338.18,929.52,-13.12,24.46,258.14,-409.32,19.53,20.76,4,Low,21998.2,2069.94
50.76,12,0.66,Rest,8.22,1185.55,594.44,-5.75,4.32,253.37,-446.13,3.42,16.22,4,Low,22610.46,261.65
94.52,0,7.35,Rest,-20.34,1186.85,467.16,-1.83,5.86,267.04,-440.82,20.88,22.09,10,Low,11285.9,1604.24
82.35,6,0.69,Europe,-5.37,963.27,1255.8,-8.95,10.56,263.31,-224.85,17.79,22.04,2,Very high,12150.42,1380.56
87.7,18,0.6,Rest,-10.17,1388.29,1260.82,-14.09,3.26,279.43,-184.71,0.51,11.22,10,Low,10963.1,0
135.91,9,0.18,Rest,-15.33,1354.14,417.88,-6.58,5.16,279.1,-280.02,5.43,15.18,8,High,21313.78,252.58
51.63,18,15.36,USA,-5.73,1961.28,1060.84,-12.8,16.06,345.02,-326.31,1.44,14.72,6,Very high,15566.52,41.6
135.51,6,13.5,USA,-10.62,1315.26,177.16,-9.31,4.56,256.86,-374.52,31.32,22.73,2,Very high,7349.18,3700.86
96.64,9,0.54,UK,-19.62,1202.48,1609.56,-8.66,4.32,248.89,-369.03,18.27,28.71,6,Medium,12301.7,652.31
40.14,12,5.34,USA,-12.27,1016.64,822.18,-11.94,0.66,281.06,-505.89,7.35,20.1,10,High,331.46,3256.3
89.82,12,0.39,Rest,-1.83,1622.56,187.32,-10.82,6.42,281.43,-494.82,8.16,23.26,4,Low,28113.24,515.16
64.72,18,12.57,Rest,-5.43,1399.21,726.98,-10.6,24.14,206.19,-354.39,7.62,22.37,2,Very low,21749,376.97
87.33,12,0,UK,-18.24,1136.98,944.22,-8.54,9,173.95,-205.71,13.65,20.6,10,Low,11561.36,336.18
72.3,21,3.54,Rest,-12.27,982.78,2673.54,-9.4,1.64,351.27,-365.76,20.88,21.17,6,Very low,4037.42,0
139.46,12,199.62,Rest,-9.21,1017.29,1487.64,-18.93,17.44,270.75,-410.52,4.8,20.85,8,Very low,18883.6,552.63
56.87,15,0,Europe,-7.95,2169.09,741.42,-12.26,1.66,267.45,-384.3,56.94,26.33,6,Very high,704.14,2653.71
96.59,6,0.06,Europe,-0.63,1700.11,1465.94,-14.79,15.84,211.9,-340.08,13.14,20.23,8,High,15192.52,1920.49
50.68,12,12.93,USA,-19.65,1349.99,1357.44,-7.66,4,265.87,-393.39,9.33,14.83,12,Very high,24984.16,1850.87
136.06,12,16.71,USA,0.06,1876.54,1008.88,-10.28,4.22,274.8,-264.9,2.73,16.5,10,Low,15683.4,0
89.54,12,22.71,Europe,-13.41,1590.01,470.38,-7.49,10.74,221.95,-407.25,16.5,24.27,6,Very low,37190.72,1567.58
84.51,12,2.19,Europe,-8.49,1680.68,1500.36,-11.47,6.88,247.99,-265.44,12.75,21.49,8,High,17801.76,0
75.25,0,327.42,USA,0.93,1337.72,969.26,-6.26,7.08,273.84,-417.48,20.67,22.49,10,Medium,18829.5,3691.87
